18 21 7 1 4 2
51 56 9 6 3 3
22 71 3 8 8 3
52 77 2 4 10 1
66 21 6 6 7 3
16 31 5 5 8 1
66 56 5 2 6 3
4 59 3 6 8 1
64 61 5 7 8 2
42 49 5 4 8 3
37 64 4 2 7 2
15 71 10 4 3 3
2 8 5 5 6 3
49 5 10 1 3 1
8 79 9 8 10 3
25 38 6 9 9 1
2 65 6 2 2 1
21 48 5 6 6 1
21 64 2 5 7 1
37 71 10 1 6 3
32 53 5 8 7 2
36 16 8 10 10 3
49 23 7 9 5 3
6 30 7 5 6 2
52 47 10 6 4 2
29 39 6 6 10 1
80 63 10 6 9 1
66 21 4 8 3 1
70 6 5 5 6 1
78 48 6 4 6 2
44 44 5 4 8 3
18 19 6 6 8 1
9 57 3 9 6 3
63 15 8 10 2 3
65 35 5 2 9 2
24 52 3 3 10 3
61 35 9 2 3 1
28 26 5 3 10 3
61 32 7 6 10 3
44 2 5 8 8 2
39 1 8 6 3 3
78 7 2 7 8 2
7 39 8 4 8 1
10 2 5 3 4 2
19 41 5 10 2 2
33 8 10 5 9 2
22 57 9 2 6 1
27 70 7 9 7 1
19 35 6 3 9 2
32 17 6 5 6 1
19 58 9 3 5 3
60 13 10 2 8 3
30 45 3 2 9 3
61 56 4 3 5 2
13 68 3 5 3 1
29 58 6 10 10 3
46 12 2 3 3 1
41 45 8 5 10 2
11 65 5 10 6 3
30 77 10 7 9 2
38 26 6 10 8 3
54 13 10 4 7 2
12 17 10 10 3 2
36 10 2 9 9 3
7 7 6 4 8 3
60 17 7 9 2 3
16 70 9 5 3 3
76 1 7 9 8 3
52 28 8 9 7 2
39 74 10 5 3 1
78 8 8 7 4 1
7 69 3 7 9 2
51 74 5 2 4 2
13 43 6 6 10 3
12 44 7 3 5 2
56 72 8 10 5 1
17 23 4 10 6 3
22 39 7 4 2 2
70 62 10 8 4 3
54 78 3 5 6 1
8 36 7 9 5 1
70 13 8 5 8 1
47 52 9 7 2 3
9 13 6 4 7 2
78 59 2 3 10 2
30 46 5 7 2 3
7 16 9 1 6 2
38 9 2 2 6 1
3 23 5 3 10 2
38 49 10 1 5 2
9 65 8 4 7 1
80 40 6 8 5 2
22 45 7 4 4 3
51 57 9 1 10 1
46 51 5 3 10 2
20 33 8 2 8 3
33 69 5 2 6 3
70 43 3 2 5 1
56 5 4 10 10 3
11 74 5 10 2 2
59 16 9 9 2 1
5 22 3 8 9 1
31 43 4 6 7 3
54 77 8 1 6 1
74 12 2 3 4 3
25 33 2 9 9 3
32 20 10 3 7 2
31 78 3 2 7 2
20 51 10 4 7 3
80 68 7 9 6 3
57 47 7 4 4 3
52 60 7 10 7 3
54 50 5 4 8 1
49 76 4 2 2 3
50 67 7 8 9 1
51 36 6 6 7 2
80 39 3 10 10 3
67 38 2 8 6 2
38 20 4 9 2 3
33 25 3 1 2 3
52 42 8 4 7 1
32 73 8 9 5 3
20 57 7 9 9 3
17 72 5 8 6 1
32 67 6 10 10 3
57 34 10 2 2 1
37 21 9 7 3 3
21 27 10 7 10 3
27 74 4 6 9 1
69 58 5 8 7 3
47 2 2 8 10 3
43 24 3 6 6 3
26 11 7 2 3 2
29 11 2 2 6 3
41 74 10 5 9 1
52 50 2 10 4 1
29 79 4 2 2 3
74 54 4 10 7 2
51 50 5 10 10 3
49 50 4 1 2 1
62 39 7 8 5 1
4 69 8 7 7 1
64 15 2 6 9 3
46 64 9 1 6 2
38 78 6 4 6 2
35 49 2 8 9 3
47 77 8 3 10 3
2 73 3 4 10 1
10 36 9 9 8 3
36 62 5 10 4 3
60 70 9 1 9 3
62 70 2 10 3 3
2 43 4 1 8 2
32 4 6 1 3 3
35 35 4 5 7 2
65 48 5 8 3 2
33 54 2 4 9 2
17 44 10 9 2 3
34 65 2 9 6 3
45 38 9 8 6 3
18 68 7 9 5 1
11 76 9 5 7 3
37 65 5 2 7 2
52 15 9 7 9 1
53 12 8 8 7 3
71 52 3 7 7 1
79 70 10 6 5 1
71 69 6 6 4 3
39 34 6 10 7 2
57 75 6 3 5 1
15 19 10 7 9 1
16 12 3 9 10 1
38 15 7 9 6 1
44 61 9 2 4 2
51 44 9 3 3 3
60 70 3 3 8 3
26 6 2 6 9 1
21 76 9 6 10 3
19 33 8 2 5 2
26 70 5 6 10 3
27 21 5 10 10 3
51 29 2 6 5 3
36 53 2 8 2 2
40 3 7 6 3 2
26 65 5 9 2 1
46 53 4 9 4 1
39 69 8 8 3 3
16 50 8 9 7 2
51 77 5 8 8 2
41 26 5 4 9 2
50 20 2 10 3 1
21 44 9 10 9 3
42 55 5 10 2 2
69 66 3 4 8 2
47 65 9 1 3 3
30 45 7 4 5 1
17 37 9 6 8 3
80 68 7 5 6 1
46 65 6 9 10 1
32 29 5 4 4 1
33 12 6 2 5 3
77 12 8 5 2 2
55 44 7 3 3 3
50 21 10 1 3 1
79 12 7 9 8 1
45 54 8 9 8 2
51 32 8 5 4 3
56 47 4 2 3 2
63 54 10 3 4 1
80 77 7 3 5 3
56 26 2 3 2 1
55 78 3 7 6 3
66 25 6 4 9 2
9 54 10 10 6 1
10 46 4 7 3 1
23 20 5 8 6 2
47 57 7 5 5 2
21 44 10 7 10 1
43 58 6 4 3 2
77 69 8 9 5 3
56 9 3 3 5 3
50 79 8 6 8 2
70 36 3 1 10 3
28 74 4 3 4 2
59 54 8 1 7 2
6 73 2 5 8 1
72 29 5 1 6 1
61 5 6 2 9 1
44 68 10 8 8 1
80 9 6 2 7 3
27 22 7 1 5 3
30 19 9 10 4 1
69 28 8 8 4 1
72 50 5 10 2 2
56 75 6 4 3 1
56 49 4 5 4 3
63 2 3 6 9 1
78 14 5 10 9 1
44 16 7 9 3 3
41 53 6 7 10 1
10 29 6 4 9 3
37 69 9 6 3 2
32 36 8 7 8 1
34 23 2 10 8 3
71 32 4 5 9 1
48 64 7 10 9 3
76 7 5 1 9 1
75 52 7 1 9 3
43 45 2 8 3 3
73 64 9 8 7 3
68 31 5 1 10 2
75 59 5 8 8 1
69 75 3 2 2 1
49 70 8 9 9 1
70 6 10 9 7 3
68 17 8 7 2 1
77 9 9 1 7 3
69 44 7 5 4 1
57 17 2 2 2 2
62 41 7 8 10 3
30 76 10 2 4 2
12 1 10 1 6 1
30 60 3 3 7 2
42 3 4 1 3 2
54 19 6 6 9 1
20 75 6 4 8 3
33 35 2 9 9 3
25 27 6 2 4 3
33 4 7 4 2 3
13 47 7 6 9 1
23 53 6 1 8 3
19 44 3 8 6 1
46 25 10 10 6 2
69 34 3 10 10 1
56 61 7 7 4 1
46 33 5 2 8 1
10 48 6 5 3 1
18 19 2 3 8 2
20 77 6 4 3 1
14 40 3 9 2 3
61 55 6 7 10 1
22 61 10 8 5 2
26 26 3 9 10 1
11 63 9 5 6 2
44 30 7 1 6 3
45 60 10 6 4 2
30 32 3 4 4 2
35 61 5 7 6 3
68 31 3 5 9 2
6 48 7 3 7 1
18 65 9 2 7 2
33 7 4 2 6 3
2 43 6 9 9 1
50 71 6 1 8 1
67 71 6 2 7 3
16 26 8 2 8 2
51 27 2 5 6 2
3 14 8 2 3 1
69 70 7 10 7 3
80 29 6 6 7 3
18 33 3 4 10 2
71 72 9 9 6 1
61 5 6 1 2 3
21 68 4 8 6 1
45 4 9 1 4 3
64 9 8 2 4 3
58 39 6 4 6 2
47 8 4 3 7 1
25 26 2 7 6 1
19 79 4 2 3 2
29 45 2 9 5 3
59 38 3 9 9 1
28 69 4 9 2 3
24 43 4 5 8 3
78 60 8 4 4 1
66 52 10 1 2 1
21 10 4 6 2 3
2 40 9 8 6 2
22 21 3 1 7 2
31 53 6 1 3 3
56 40 7 3 2 3
34 73 2 7 6 1
27 35 3 6 3 2
7 3 5 7 9 1
73 72 6 10 4 3
56 10 7 9 4 3
52 2 7 5 7 2
38 57 5 8 6 2
38 79 10 2 7 3
34 78 3 8 2 3
20 10 6 7 4 3
80 65 3 4 9 3
7 71 3 6 9 3
33 24 8 9 7 3
70 9 3 6 7 3
25 75 4 8 9 2
3 49 5 6 6 3
72 73 7 7 3 1
14 29 7 1 3 2
67 61 9 1 7 1
50 12 8 8 8 3
62 21 9 7 7 2
53 54 10 6 3 3
68 53 2 2 7 3
56 55 9 8 3 3
5 53 6 3 2 3
13 4 2 6 10 3
30 59 2 1 9 3
37 59 6 2 10 1
54 59 3 9 2 3
80 31 3 9 8 1
68 27 8 10 9 3
3 68 2 5 7 1
51 1 7 7 5 1
36 39 9 8 2 2
29 60 4 9 2 3
58 42 10 10 2 3
70 64 2 7 3 1
33 50 9 9 3 3
25 3 2 5 9 1
35 71 5 5 2 2
35 56 7 4 5 3
75 62 3 10 7 1
35 56 10 2 4 3
41 7 8 4 8 1
11 48 2 8 5 3
56 26 9 7 2 1
59 56 9 7 8 3
31 78 9 5 10 1
70 38 4 4 6 3
28 23 3 2 3 2
62 55 9 8 4 1
59 9 3 6 3 3
33 15 2 1 3 1
65 9 4 10 7 2
37 59 8 10 5 2
36 79 2 8 5 3
53 22 7 1 3 1
30 5 7 3 2 1
17 74 10 1 7 1
4 22 5 7 10 3
5 78 10 1 10 2
72 42 2 7 2 1
48 2 8 1 8 1
69 10 4 7 9 3
65 38 3 9 8 2
22 9 10 3 4 2
80 59 4 10 6 3
41 7 9 8 10 2
54 73 7 8 5 3
28 70 3 6 8 2
31 7 8 2 5 1
26 72 3 2 4 3
65 32 2 4 10 2
34 57 10 4 3 1
17 47 8 5 6 3
38 60 3 7 3 2
16 46 10 10 8 3
76 67 9 5 2 1
5 41 6 9 3 2
17 49 5 2 2 2
50 79 5 3 10 3
14 57 9 3 9 2
43 23 10 4 2 3
36 27 2 4 6 3
12 24 9 4 4 1
13 52 8 1 10 1
48 8 6 3 8 2
67 27 6 4 9 2
63 9 4 10 6 1
67 2 9 8 6 2
51 76 9 8 3 2
50 1 5 10 9 1
3 22 4 8 9 3
76 31 5 6 6 3
9 29 9 10 8 2
63 48 8 7 5 1
52 12 5 3 3 3
58 58 4 10 7 1
13 78 2 1 4 1
12 62 7 2 8 2
67 53 9 1 9 1
20 56 6 6 2 3
47 45 7 7 4 2
39 68 9 1 4 2
42 67 2 1 4 3
62 46 7 2 9 1
9 50 4 5 8 3
49 54 4 1 3 3
18 51 5 9 4 1
9 41 10 2 8 3
75 40 6 3 7 3
56 41 2 9 9 3
69 66 2 7 6 1
56 62 7 4 7 1
71 38 7 2 7 1
61 57 2 1 2 2
48 9 10 7 2 2
67 61 6 3 5 3
26 27 7 3 4 1
64 37 5 10 3 2
42 36 7 10 6 3
29 27 7 9 2 3
69 59 8 10 5 1
19 40 7 2 6 2
80 28 2 10 5 1
4 19 2 3 10 2
3 37 7 8 6 2
45 54 8 4 5 2
78 23 2 6 3 1
31 14 5 9 5 2
26 27 4 4 3 3
70 2 5 8 7 2
13 57 6 8 9 1
31 39 5 6 4 2
62 42 10 7 3 1
33 71 8 2 5 1
35 33 6 6 4 3
70 4 7 4 4 2
36 8 2 8 6 1
78 38 6 1 3 3
75 53 4 2 3 2
63 30 3 5 7 2
18 65 4 6 4 1
11 8 5 1 9 1
38 17 4 2 10 1
62 51 7 2 7 3
25 63 6 7 3 2
65 9 10 2 10 3
65 8 5 7 3 1
4 25 5 7 9 2
13 22 10 9 3 2
40 26 7 9 4 3
42 13 8 10 9 1
50 49 4 8 5 2
25 71 8 8 8 1
55 72 6 3 2 3
25 73 3 2 8 3
68 51 4 7 10 2
18 46 9 2 5 2
36 24 5 2 9 1
49 77 3 4 6 1
51 64 6 1 10 2
55 44 7 6 5 2
42 41 10 8 5 2
51 5 7 7 8 3
79 38 10 7 6 3
77 73 4 3 4 1
75 70 9 5 2 3
40 47 10 10 9 1
58 37 7 3 3 2
14 72 3 4 6 3
61 3 10 2 7 3
55 47 4 6 5 2
14 39 2 3 9 3
10 13 2 9 10 2
15 17 6 2 4 1
43 25 3 4 7 2
49 7 7 2 10 2
17 14 5 3 4 2
20 1 2 4 3 1
40 51 5 7 8 2
69 68 2 10 6 2
46 13 2 7 9 1
48 14 3 3 4 1
6 47 7 2 4 3
75 34 5 8 5 2
47 28 6 3 4 2
69 7 3 5 7 3
13 61 3 8 7 3
6 41 6 2 5 3
58 47 7 4 6 3
22 72 10 7 8 3
22 28 7 8 8 2
73 39 8 3 9 3
54 49 9 3 8 1
60 17 6 1 10 3
6 73 4 6 6 1
24 15 7 10 2 2
23 61 4 7 3 1
66 41 4 2 6 3
12 35 4 5 3 1
80 31 7 3 7 2
70 48 7 4 2 3
30 41 7 5 2 3
55 6 7 9 4 2
6 26 2 3 5 2
51 74 10 7 6 3
9 21 10 1 8 2
20 75 4 4 7 1
17 62 9 5 10 1
36 1 4 4 6 1
8 56 7 3 5 3
58 6 8 5 7 2
28 79 2 1 2 3
9 24 2 9 5 3
39 32 8 7 8 3
66 62 7 8 4 3
37 20 6 3 3 3
34 19 8 1 2 1
14 28 8 8 5 2
21 60 2 10 5 3
32 72 9 5 7 3
53 43 7 3 7 2
45 47 6 10 6 3
19 24 5 3 5 2
27 67 9 7 7 2
2 66 8 7 9 3
80 74 7 7 10 3
43 78 5 5 4 1
32 20 3 4 3 2
11 55 3 7 6 3
23 20 7 3 8 2
69 55 7 10 6 2
3 79 2 2 8 3
19 23 7 8 8 1
42 24 3 9 5 1
62 76 3 7 9 1
67 24 7 10 3 1
20 5 8 5 2 2
43 43 5 10 7 3
21 8 4 4 8 3
2 27 8 4 5 2
76 42 8 3 7 3
17 55 4 6 2 2
14 51 6 6 9 1
62 28 5 7 5 1
63 60 2 6 5 2
75 44 2 8 5 2
70 38 9 9 5 2
59 4 7 7 10 2
14 40 3 9 7 2
80 57 3 9 3 3
42 39 10 9 3 3
69 6 4 9 10 2
54 54 3 9 7 3
36 36 7 10 9 3
71 53 7 8 3 2
76 58 9 10 6 1
15 40 3 8 10 2
72 29 9 2 3 1
64 2 2 10 5 3
20 48 9 2 8 2
7 34 9 4 3 2
33 59 7 3 5 3
35 79 3 7 8 2
2 16 10 5 2 1
76 67 10 1 10 3
56 65 6 1 5 1
64 15 2 9 2 2
45 12 8 5 10 3
56 43 8 3 3 2
10 60 10 4 5 2
74 68 4 5 8 2
49 43 6 9 8 2
17 8 5 1 8 2
67 38 2 4 2 3
79 16 8 9 2 2
42 60 8 3 5 1
22 10 4 1 6 3
49 37 7 7 5 3
58 6 9 2 8 3
55 78 2 10 7 2
65 37 3 1 8 2
65 29 4 4 2 3
30 70 5 10 4 1
6 62 2 3 10 1
37 9 10 6 10 3
20 28 9 7 10 1
48 51 2 9 2 1
17 41 3 10 5 1
18 23 6 5 5 2
62 2 6 2 10 3
41 47 5 8 3 2
61 6 8 3 5 2
79 15 2 4 7 2
33 31 10 1 8 2
72 74 5 9 10 1
9 25 5 4 7 1
9 11 10 3 2 1
74 4 8 3 7 2
67 21 9 2 6 3
56 33 5 10 6 2
23 68 3 4 8 1
53 28 9 9 4 3
40 15 5 1 5 1
54 44 5 6 10 3
39 19 7 8 9 2
67 70 10 7 8 3
29 68 6 2 6 2
40 39 5 9 7 2
74 76 10 6 3 2
44 64 3 2 10 2
32 15 4 9 7 2
76 52 2 7 2 1
63 70 10 7 9 2
76 73 3 3 4 1
3 51 4 4 10 1
55 24 10 8 5 2
35 23 6 4 3 2
62 5 6 10 5 3
47 15 5 8 6 2
45 65 6 9 5 3
21 58 10 1 8 2
35 26 2 9 8 3
74 7 9 3 10 1
17 5 7 9 2 3
36 35 5 3 5 1
72 52 3 4 5 1
8 3 10 10 9 2
37 49 5 9 10 1
45 24 8 4 2 3
10 24 10 5 7 3
62 79 9 2 7 3
29 69 8 10 8 1
10 5 2 10 6 1
39 72 4 3 8 1
38 57 9 9 2 1
11 13 2 9 5 1
74 79 9 4 9 2
44 71 7 5 5 1
5 8 9 8 7 1
40 68 7 4 9 1
59 24 3 1 3 1
43 19 5 3 6 2
59 14 2 4 3 3
20 64 8 9 6 2
79 49 10 5 6 2
37 40 6 9 8 2
73 58 3 9 7 2
2 74 5 1 9 3
9 1 9 9 6 2
69 3 2 4 6 2
50 4 5 10 2 3
20 31 7 3 3 2
21 50 10 10 7 3
66 32 7 5 4 1
19 64 6 4 9 3
55 32 9 1 5 2
11 37 8 9 8 2
27 55 9 6 7 3
74 48 9 9 3 1
58 41 6 10 3 3
38 8 4 3 4 1
74 4 7 2 3 2
23 63 10 5 3 2
59 79 6 1 2 2
40 41 3 4 5 1
11 59 10 7 4 2
12 12 3 6 2 1
33 2 10 7 6 1
49 37 7 6 9 3
49 22 8 6 2 2
69 65 3 10 2 3
8 58 4 8 5 1
46 4 6 7 7 2
74 18 4 6 10 2
67 68 2 9 4 1
10 29 7 3 6 1
56 54 8 2 9 3
68 36 7 7 2 3
73 66 3 5 7 1
16 1 5 1 2 2
26 75 3 4 2 2
57 14 8 1 3 2
17 5 3 6 4 1
27 6 10 8 4 2
11 10 9 10 10 3
54 43 5 10 4 2
74 56 10 4 6 1
23 75 10 5 6 1
76 53 4 1 3 1
21 32 4 1 5 1
20 50 6 1 8 3
30 72 8 4 10 1
51 14 10 1 6 2
3 5 5 1 3 3
31 32 10 8 8 2
37 64 2 5 6 1
39 30 4 5 3 2
44 42 6 10 5 2
58 47 8 7 3 1
37 6 6 2 4 3
47 72 6 7 9 3
31 60 9 5 8 2
64 55 7 1 9 2
43 39 6 3 4 1
16 55 3 4 10 3
21 62 2 10 2 1
10 3 3 3 6 2
49 39 10 8 5 1
68 13 9 5 4 2
42 73 2 4 3 1
57 25 9 5 8 3
16 64 8 10 3 3
29 72 8 10 2 2
77 24 10 6 8 1
39 48 4 10 4 1
76 51 4 6 3 2
53 18 3 5 4 2
6 62 6 2 7 1
45 19 2 3 8 1
30 77 8 6 8 2
29 44 4 2 10 3
67 29 6 4 10 1
49 35 3 8 2 1
32 69 7 3 3 3
20 22 8 7 8 2
23 21 3 1 3 2
24 21 6 5 10 3
31 65 5 1 3 3
35 11 6 7 9 3
74 52 10 2 4 1
59 74 10 10 8 2
78 16 6 6 8 2
50 17 8 2 9 2
43 52 9 8 3 3
78 70 3 4 9 3
76 38 9 7 2 3
54 16 2 9 9 2
77 49 7 8 4 3
28 40 8 5 2 2
6 74 6 5 9 2
60 28 2 1 3 2
67 32 4 6 5 3
33 44 5 9 10 3
37 76 7 8 10 3
74 69 9 5 6 2
11 78 6 7 5 3
75 76 6 10 10 1
77 23 4 4 9 3
34 47 4 8 9 1
71 17 5 3 10 2
70 24 9 5 5 3
49 10 4 9 8 2
37 20 3 7 3 2
51 71 8 2 9 1
9 77 7 5 7 1
64 71 3 7 6 2
47 24 4 1 4 3
35 61 7 8 4 1
40 18 9 2 3 1
76 65 4 2 6 2
77 14 8 7 2 2
11 66 6 3 2 2
44 35 3 3 7 2
16 66 4 5 10 1
40 36 8 6 6 2
42 75 3 10 10 3
39 43 10 3 9 3
11 1 3 2 6 1
19 11 9 1 5 3
78 5 5 5 6 2
55 69 5 7 2 1
5 17 4 3 8 3
23 32 10 7 10 3
22 56 7 5 4 1
68 43 5 6 5 1
62 16 10 7 7 1
54 60 10 4 8 1
14 5 3 1 4 3
65 44 7 3 2 3
13 19 7 1 10 2
5 46 6 6 8 3
76 4 2 7 10 3
35 33 8 6 3 2
13 62 9 1 9 1
15 13 10 7 3 2
60 21 4 1 7 2
17 75 8 8 6 3
78 18 9 3 6 2
56 20 6 5 9 1
55 50 8 1 2 2
58 18 6 2 9 2
50 1 5 8 6 2
39 23 7 10 4 1
25 37 9 7 3 3
77 46 6 6 3 3
64 56 10 9 4 1
23 68 9 1 6 3
57 72 9 3 4 2
80 61 8 10 6 1
52 34 3 3 2 3
51 67 10 8 5 2
33 2 5 1 5 2
39 59 8 6 8 3
16 29 6 2 7 2
61 29 3 1 6 3
13 29 2 1 5 3
71 60 10 3 5 1
61 15 7 4 5 2
24 53 8 7 5 1
79 41 3 6 10 3
25 55 8 9 10 3
79 48 8 2 6 2
76 77 10 6 8 2
26 2 8 6 2 1
57 42 3 6 2 1
13 57 7 7 8 3
26 69 6 1 2 3
46 26 10 4 3 1
77 34 6 7 5 1
62 72 3 3 10 3
79 34 8 1 10 2
29 55 5 1 2 1
66 15 7 3 3 1
40 63 3 10 7 2
10 36 3 6 8 2
39 41 4 5 8 2
53 70 8 2 7 2
18 48 7 7 4 2
25 76 10 9 6 3
60 39 8 10 5 3
20 30 8 7 7 3
41 5 6 4 3 1
77 8 10 6 8 3
19 17 9 2 2 2
7 63 7 2 8 2
19 16 7 4 2 1
37 8 6 10 3 1
65 75 7 1 5 2
11 53 10 4 10 3
20 15 9 2 8 3
18 66 8 7 3 3
15 24 10 4 8 1
76 75 8 5 3 2
68 13 3 4 7 3
28 30 4 5 6 1
48 20 5 9 4 1
27 31 2 5 7 1
56 68 9 2 5 3
19 22 8 9 9 1
76 45 2 2 4 3
3 20 5 3 10 1
22 12 9 2 4 1
51 48 3 10 4 2
18 73 9 6 4 2
3 66 2 5 6 1
2 78 7 1 7 3
42 39 6 2 10 1
53 26 6 8 10 3
80 20 9 7 5 3
72 34 7 7 5 1
3 38 9 7 10 3
42 60 5 6 2 1
78 43 10 4 3 1
42 53 9 4 7 3
7 24 9 6 4 2
35 49 8 8 6 2
10 66 6 10 8 2
26 1 4 6 8 2
76 68 9 5 3 2
51 64 2 7 3 3
25 1 3 5 10 2
31 66 5 4 7 1
38 3 6 2 8 1
22 44 9 1 10 2
43 41 9 1 10 3
40 4 5 8 3 2
2 25 3 4 10 1
51 10 9 1 4 2
6 8 3 3 4 2
30 77 4 3 4 1
45 65 10 10 3 3
31 32 6 5 6 3
4 20 5 7 8 3
61 62 4 7 6 1
78 53 2 4 2 1
53 65 8 7 6 1
28 75 7 2 4 2
71 18 2 8 9 2
36 24 6 4 4 2
45 56 5 8 4 1
73 64 5 8 5 3
19 41 4 5 6 1
78 72 10 5 9 2
65 56 3 6 9 3
13 62 9 10 9 2
23 1 5 3 3 3
78 13 10 9 9 2
35 11 9 8 2 3
69 2 10 9 6 1
55 14 8 7 10 3
53 32 10 2 4 2
54 48 10 10 2 3
13 65 4 9 9 3
41 41 6 3 4 3
3 43 9 2 3 3
19 64 8 9 5 2
59 9 4 8 3 3
52 5 8 9 10 1
78 24 10 1 8 3
38 7 6 2 4 3
25 21 4 10 10 1
50 69 4 10 6 2
30 36 6 3 3 2
48 3 10 2 6 2
16 71 4 5 10 2
12 48 9 8 10 3
8 36 10 2 9 3
9 8 2 10 5 1
